x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
A,A,C,B,A,B,-0.66,0.06,,3.94,3.53,0.44,0.21,-0.24
C,B,B,,A,A,-1.04,-0.14,,,11.95,-0.72,1.72,0.09
C,B,D,B,A,A,1.88,0.12,,0.72,0.26,-1.01,0.66,7.9
C,A,C,A,A,A,0.02,-0.03,,5.87,-0.22,2.12,1.65,-0.5
C,A,A,A,A,A,-0.99,0.12,1.11,,-0.25,-0.33,0.31,1.18
C,B,A,B,A,B,1.14,0.01,1.13,0.24,1.34,0.85,0.86,-0.69
B,C,A,B,A,B,2.57,-0.06,-1.17,0.08,1.47,-2.2,0.89,1.69
A,A,C,A,A,A,-0.22,-1.73,,1.14,-0.14,0.92,0.17,-2.12
B,C,A,A,A,B,0.07,-0.11,,0.03,0.2,2.34,0.14,-0.19
C,B,C,A,B,B,1.79,-0.38,,0.0,0.08,-1.95,0.17,2.05
B,C,B,B,A,B,-0.72,0.08,2.13,0.61,-0.17,-2.57,0.98,1.01
A,C,B,B,A,A,-1.04,-0.1,1.87,,0.11,-2.2,0.74,2.35
C,C,C,A,A,B,1.21,-0.09,,2.61,3.58,1.74,0.37,3.58
C,B,D,B,A,A,1.39,0.4,0.3,1.01,0.53,1.84,0.11,-0.02
A,A,D,B,A,B,-1.16,0.01,0.04,0.33,3.0,-2.13,1.71,-1.21
C,B,D,B,B,B,2.78,2.72,0.84,2.75,0.29,0.46,0.12,7.06
B,B,B,B,A,A,0.81,0.0,1.61,0.36,5.36,0.42,0.35,1.32
A,B,C,B,A,B,1.35,-0.26,2.04,0.11,-0.25,1.6,0.2,0.48
A,B,C,B,B,A,1.03,0.0,-1.18,0.17,-0.02,1.32,1.39,-1.75
,C,D,B,B,B,0.91,-0.04,,1.42,-0.19,0.67,0.6,1.06
A,A,C,A,A,A,-0.66,-0.38,1.51,1.46,-0.06,3.63,0.18,-1.96
C,B,B,A,B,B,0.28,0.28,-0.98,0.09,1.46,0.37,1.24,2.77
B,A,D,A,A,A,3.38,6.96,,0.05,10.57,-0.97,2.56,-0.46
,A,D,B,A,B,1.28,0.26,-0.69,0.59,-0.14,-3.06,0.11,-0.87
C,B,A,B,B,B,-1.17,-0.22,0.36,,-0.23,-1.79,0.98,0.61
,C,D,B,B,A,0.02,0.35,-1.16,1.42,-0.22,0.07,2.05,0.55
B,C,C,A,A,B,1.28,0.13,,0.43,0.34,-0.44,1.58,-1.16
A,A,C,B,B,B,0.61,-0.13,1.89,2.01,-0.13,-0.6,4.03,0.99
B,C,D,A,A,B,-1.16,-0.2,,0.01,0.45,0.64,1.18,0.3
,B,B,B,A,B,1.49,0.01,,0.88,0.5,-1.9,0.82,-2.48
C,B,D,B,A,B,0.46,-0.01,3.99,1.15,2.09,-3.02,3.6,5.39
C,C,A,B,A,A,1.37,0.0,1.58,0.01,1.04,0.34,0.68,0.03
B,C,A,A,B,B,3.09,-0.06,0.59,,-0.14,0.41,0.9,1.17
B,C,C,A,B,B,1.87,0.64,-0.75,0.05,0.58,-0.44,0.19,1.85
C,A,B,B,B,B,0.81,0.01,,0.0,2.45,0.21,2.36,1.71
C,C,C,B,B,A,0.47,0.01,0.74,0.38,0.01,2.26,1.61,-0.2
A,C,B,A,A,A,3.6,0.18,,,0.25,1.05,1.88,-0.9
,B,A,B,A,A,1.37,0.02,0.64,,8.4,1.36,1.55,2.05
B,B,B,B,A,B,1.77,0.14,,2.79,-0.24,-3.26,1.56,-0.55
C,A,C,B,A,A,0.67,0.02,0.63,0.33,0.24,-2.2,0.19,-1.03
C,C,C,A,A,A,1.5,1.05,,,8.51,-2.88,2.19,-2.51
B,B,B,A,A,B,0.66,0.01,,0.28,2.4,1.47,1.29,-0.46
B,C,B,A,B,A,1.4,0.02,-0.12,0.0,4.45,-0.16,1.69,0.08
B,C,D,B,A,B,-0.08,1.39,,0.12,6.5,0.32,1.29,-0.65
B,C,B,B,A,A,0.65,2.26,0.28,0.43,-0.03,1.12,0.57,-1.38
A,C,A,A,A,B,1.36,-0.0,,0.35,1.16,-3.32,1.76,0.82
A,B,C,A,A,B,1.49,0.01,-2.12,0.01,0.18,0.06,0.71,-1.28
,A,D,B,B,B,-0.74,1.66,,4.64,-0.25,1.68,1.27,0.35
C,C,B,A,A,A,1.36,0.74,8.88,2.49,8.41,-1.04,0.35,2.82
C,C,C,B,A,B,3.01,0.4,,0.39,1.25,0.16,0.53,1.24
A,C,C,B,A,B,1.61,8.64,,0.05,1.81,-1.4,0.83,-1.98
B,B,B,A,A,B,4.0,1.39,,0.05,1.67,-4.57,0.67,-2.15
A,B,B,B,B,A,0.16,-0.27,0.41,0.04,1.98,0.28,2.38,-0.05
B,C,B,B,A,A,-0.8,-0.4,-0.52,0.58,0.66,-0.89,0.33,-0.78
B,C,C,B,A,A,3.38,0.05,,0.0,0.17,-0.74,1.05,-0.88
C,C,A,B,B,A,0.82,0.29,-1.13,1.72,0.11,1.04,0.44,2.31
,C,B,B,A,B,1.53,1.56,2.14,0.28,0.54,0.58,0.6,0.18
A,C,B,B,A,B,0.62,-0.03,,3.69,0.28,0.12,1.12,-0.88
,C,A,B,B,B,2.12,1.28,-1.97,4.09,-0.13,-2.67,0.76,1.38
C,C,B,B,A,A,2.5,0.72,2.09,0.03,-0.25,-0.05,1.29,-0.4
A,B,C,B,B,B,1.22,0.17,0.03,0.15,-0.13,-1.34,0.29,-1.73
C,C,B,B,B,B,1.67,0.09,-1.24,0.01,-0.03,-2.3,1.01,3.09
B,C,C,B,A,A,-0.11,0.07,0.21,,0.25,-0.8,0.34,-1.62
A,A,A,A,A,B,2.0,-0.02,,1.97,0.1,-0.12,0.39,0.01
A,C,C,,B,B,0.78,0.06,,1.47,0.38,0.92,0.37,-3.87
C,A,D,A,B,B,1.71,11.26,-2.2,1.91,1.86,0.4,2.18,-2.2
,A,B,B,A,B,0.57,-0.2,1.33,,3.09,-1.11,0.65,-0.03
,A,D,A,B,A,1.05,2.33,-0.3,1.19,0.81,0.35,1.23,-2.48
C,C,B,B,B,B,-0.38,0.0,,0.11,0.41,-2.56,1.16,2.46
C,A,D,B,B,A,0.81,0.76,1.97,0.01,0.22,-0.42,1.11,2.24
C,B,D,B,A,B,2.76,0.03,,0.95,-0.18,-0.36,0.01,-2.13
B,C,B,B,A,A,0.25,0.18,-0.85,0.54,2.29,-0.52,1.18,0.42
,C,B,A,A,B,1.78,0.19,0.99,2.09,1.15,1.13,0.26,0.04
A,C,B,B,B,A,-0.34,0.28,-1.49,0.11,5.76,0.16,1.94,-1.94
C,B,C,A,A,A,-1.03,-0.12,-0.89,0.41,-0.23,-1.35,0.61,2.01
B,C,A,,A,A,-0.18,0.0,1.71,0.0,2.56,0.29,2.73,0.71
B,B,B,B,B,B,3.67,0.18,3.22,0.51,-0.24,0.54,0.9,-0.91
A,C,B,B,B,A,2.14,6.29,-2.52,0.39,10.36,-0.07,3.04,-0.82
,B,B,A,A,B,0.49,0.85,0.36,3.09,0.42,-0.87,0.58,-0.21
C,A,C,B,A,A,2.88,0.01,,0.08,0.45,1.09,1.13,0.35
A,C,C,B,B,A,-1.63,-0.01,-0.76,0.72,-0.04,-1.41,1.83,1.27
,B,C,B,A,B,0.38,0.1,,3.23,1.38,0.62,1.22,2.84
B,A,C,B,B,B,2.12,4.61,-0.92,0.02,2.81,0.21,2.09,0.48
A,C,C,B,A,B,0.48,-0.03,,0.67,-0.01,-0.61,0.45,0.89
A,C,B,B,A,B,0.01,0.06,,2.6,0.34,1.37,0.35,0.57
,B,B,B,A,A,1.64,0.16,-0.46,1.05,6.97,-0.6,0.46,-2.53
C,A,B,B,B,A,1.51,0.05,1.79,1.65,3.51,0.24,2.04,-1.17
A,B,A,A,A,A,3.6,0.89,,0.18,0.28,0.76,1.08,-2.43
A,C,B,,B,B,1.61,1.56,,,3.8,-1.65,0.04,-1.27
B,C,C,B,A,B,0.93,1.81,-1.68,0.65,2.71,-1.82,0.62,-0.8
,B,B,B,B,B,0.98,0.87,,0.2,-0.05,-2.72,0.51,0.17
A,A,C,A,A,B,-0.29,0.02,0.71,,-0.24,-0.86,0.22,-0.27
B,B,B,B,B,B,0.21,0.0,0.37,0.86,0.41,0.32,1.8,0.87
C,A,C,B,A,A,0.52,0.01,-1.26,2.08,1.34,-0.91,0.29,1.44
B,C,B,B,A,B,1.44,-0.63,0.64,0.11,0.28,-1.66,0.44,2.29
C,A,B,B,B,B,3.08,2.44,1.23,,-0.0,0.58,0.99,0.35
,A,B,B,A,A,1.56,-0.0,,,-0.11,2.89,0.67,-1.5
,B,B,B,B,A,1.21,-0.93,-1.13,0.02,2.21,-0.45,1.92,2.58
C,C,B,B,A,B,1.68,0.84,1.75,0.03,1.97,-1.29,0.8,0.49
B,B,A,B,A,A,-0.16,0.01,,,2.02,0.64,0.71,0.72
B,C,A,B,A,A,0.41,-0.05,2.2,0.09,3.34,4.06,0.04,-0.42
B,B,B,B,A,B,2.04,0.06,2.18,1.71,9.4,-1.92,0.02,-2.06
B,B,C,B,A,A,2.11,0.01,1.89,4.95,0.22,1.75,1.01,-0.06
B,A,B,A,A,B,1.58,0.33,2.03,0.71,0.25,0.26,0.06,1.29
A,C,C,B,A,A,5.44,-0.0,-0.25,0.04,0.33,0.0,2.45,-0.53
C,A,C,B,B,B,-0.53,1.48,-1.41,1.15,0.76,-0.9,3.6,2.87
C,C,B,A,A,A,2.6,5.41,0.73,1.69,8.65,0.33,0.57,2.58
A,C,C,B,A,A,-2.42,-3.03,0.36,0.46,-0.22,-0.9,3.0,-0.88
A,B,C,A,A,A,0.9,-0.02,,0.73,11.94,1.59,0.16,-1.32
C,A,A,B,B,A,-0.09,0.0,0.08,0.0,0.32,1.3,1.81,3.67
B,B,B,B,A,A,0.67,0.09,1.93,0.03,5.63,0.97,1.95,-0.56
B,A,A,B,A,B,-1.04,-1.03,-1.07,0.25,-0.17,1.56,2.09,0.06
C,B,B,B,B,A,0.35,0.21,,0.19,6.85,0.25,3.22,0.88
A,C,C,B,A,A,0.76,-0.24,0.54,0.26,-0.25,-0.84,1.04,-2.19
C,C,D,A,A,B,3.0,1.97,,0.49,0.05,3.54,2.36,-1.28
A,B,B,B,A,B,0.28,0.46,0.05,0.11,8.06,1.04,0.4,-1.84
C,B,A,A,A,B,1.31,0.01,,3.43,0.63,0.67,0.25,0.58
,A,C,B,B,B,2.26,0.0,,,2.48,-2.02,0.3,0.71
B,B,C,B,B,A,2.32,0.29,-1.45,,3.84,0.52,1.39,-0.43
C,A,C,A,A,B,2.35,0.06,,,-0.23,-0.64,1.27,0.37
C,B,C,B,B,A,-0.46,-0.0,,1.8,0.73,-0.31,0.78,0.46
A,C,B,B,A,A,-0.33,0.72,-0.83,1.15,-0.21,1.11,0.86,-1.36
C,C,B,A,A,B,1.04,0.53,3.0,0.24,2.99,0.08,0.25,1.09
C,B,C,B,A,A,-0.4,0.63,,1.25,-0.07,0.87,0.49,-0.94
A,A,B,B,A,B,0.8,0.0,-0.67,1.47,2.72,-0.95,0.24,-0.67
C,B,B,B,A,A,1.3,0.0,,,0.67,2.08,1.3,-0.07
B,A,C,B,A,B,1.58,0.21,,,8.52,1.03,1.68,5.8
A,C,B,B,A,B,2.34,0.57,,0.99,12.56,0.26,2.35,6.61
A,B,C,B,A,B,1.42,-0.01,,0.08,9.05,-0.99,2.27,1.27
B,B,C,B,A,A,1.66,0.17,,,0.82,0.75,1.52,0.63
,C,A,B,B,B,-2.27,-4.06,7.38,0.07,4.65,-1.57,2.2,2.62
A,B,C,B,B,B,1.27,0.2,1.76,0.31,0.62,0.64,0.32,0.26
A,C,D,A,B,B,2.3,0.21,-2.59,3.52,2.2,-0.64,1.54,-1.69
B,C,B,A,A,B,3.01,-0.02,0.08,0.6,0.27,0.61,0.76,-0.49
C,A,A,A,A,B,0.59,-1.21,0.34,0.0,1.63,0.77,0.74,3.17
C,A,B,A,A,A,1.62,-0.0,1.47,0.33,-0.25,3.48,0.25,-0.06
A,C,D,A,B,B,-0.06,-0.56,-0.45,0.39,2.3,-0.11,0.65,1.34
A,C,B,A,A,B,-1.56,-0.59,,0.87,3.87,-0.64,3.45,0.25
A,B,C,A,A,B,-0.68,-0.06,,6.9,0.31,-3.19,0.58,3.05
B,C,C,B,A,A,-0.81,0.0,,0.01,0.5,0.87,0.94,1.84
A,C,C,B,A,B,1.02,0.02,2.38,6.15,1.24,-1.42,1.33,1.74
B,A,B,B,A,A,-0.31,0.0,0.74,,-0.25,-0.9,1.47,1.24
B,A,C,B,A,A,1.6,2.6,,0.23,0.65,-2.51,1.8,0.26
,B,D,A,A,A,0.17,0.46,0.38,,2.11,0.07,0.09,-0.39
A,B,A,B,A,A,-1.0,-0.0,2.36,0.08,-0.17,3.15,1.12,-0.14
C,C,A,A,A,A,-0.67,0.1,2.77,0.13,8.12,-1.73,1.03,-2.08
C,B,B,B,B,B,-1.17,0.01,0.76,0.01,-0.09,0.69,0.97,2.29
A,B,B,A,A,B,2.51,0.0,,0.01,0.57,1.72,1.11,-0.38
B,C,D,B,A,A,0.43,-0.4,1.42,2.52,-0.25,-1.53,2.78,1.85
A,B,B,A,A,B,1.79,0.02,,0.01,4.48,2.47,0.38,-1.36
A,C,C,B,B,B,0.67,-0.0,-2.01,0.75,0.05,-3.41,3.48,1.85
A,B,C,B,B,B,2.58,0.03,7.87,0.0,6.99,0.06,4.19,0.67
C,A,A,B,A,B,1.1,0.03,,0.08,-0.14,-0.51,0.73,-0.48
,C,B,A,A,B,1.16,0.46,,0.54,-0.15,-0.37,2.56,-0.64
B,B,C,B,B,A,0.62,0.31,1.15,0.0,2.28,-0.97,0.44,-1.04
B,C,C,B,A,A,-0.82,-0.02,,,1.21,0.59,0.36,-3.44
C,C,A,B,A,B,2.04,0.89,,0.95,3.92,0.89,2.14,-0.59
B,B,B,B,B,A,1.13,0.47,0.17,1.05,0.17,3.9,0.18,-0.67
B,B,C,B,A,B,2.17,0.4,1.07,1.3,2.42,-2.75,1.19,0.91
B,C,C,B,A,A,-0.12,-0.0,5.47,,0.47,-1.99,1.97,-1.73
A,C,B,B,A,B,1.01,-0.0,,3.88,4.17,-0.78,1.88,-1.6
C,C,B,A,B,A,1.86,0.12,-1.31,,0.41,0.41,0.12,-0.38
C,B,B,B,A,B,0.88,0.0,0.01,2.43,8.07,-3.1,2.3,1.64
C,B,B,A,A,B,2.55,0.06,1.53,5.7,2.07,-0.46,0.15,2.96
A,B,B,B,B,A,-0.15,-0.0,,0.24,0.04,0.45,1.57,2.42
A,B,B,B,B,B,-0.17,-1.41,-1.49,1.02,-0.12,-0.41,1.6,2.23
B,C,D,B,A,A,0.28,-0.05,1.6,0.12,2.08,-0.04,0.44,-1.36
B,A,C,B,A,B,0.5,-0.68,,2.88,1.77,-0.69,2.17,0.29
C,A,C,B,B,B,1.05,0.53,1.24,0.61,-0.04,0.77,1.26,-0.28
B,C,B,A,A,A,0.87,-0.02,,0.11,2.84,0.9,0.17,0.5
A,C,C,A,A,B,1.63,0.02,,1.99,-0.24,0.09,0.41,-2.83
A,B,C,B,A,B,2.05,1.56,7.81,1.08,1.62,-3.23,0.82,-1.15
C,C,B,B,A,B,1.02,-0.01,,0.34,-0.24,0.47,0.33,-0.78
,C,A,B,A,A,1.12,0.03,,0.49,0.52,0.05,0.28,-0.01
,A,B,B,A,A,2.18,0.59,2.01,0.0,5.25,0.38,1.17,-0.15
A,C,C,B,B,B,1.67,0.02,0.31,,1.07,-2.05,3.46,-2.1
B,C,B,B,A,A,1.75,1.74,-0.91,0.64,10.55,-2.6,0.4,1.6
C,C,A,A,A,B,0.81,0.39,1.17,1.3,0.12,2.95,0.03,-1.44
B,C,C,B,B,B,0.51,0.06,0.89,,-0.14,1.67,0.25,0.52
B,C,B,,B,B,0.28,0.0,3.78,0.29,-0.23,0.38,2.42,0.33
C,C,B,B,B,A,0.87,0.13,,0.08,4.31,2.81,4.0,3.49
A,A,C,B,A,B,0.33,0.03,,5.8,0.46,0.92,1.35,0.58
,B,A,B,B,B,-0.66,0.12,0.1,0.72,0.91,0.72,1.3,-0.9
A,C,D,B,A,B,-0.75,-0.58,,4.06,0.99,-0.98,0.14,-0.44
B,C,C,B,A,B,2.57,0.06,,0.4,1.07,0.13,0.61,-0.28
A,A,C,B,A,A,-0.26,-0.02,-2.12,4.15,0.37,2.19,0.89,1.49
B,C,A,B,B,A,-1.74,-0.11,0.3,0.01,-0.06,1.45,2.5,-1.14
,A,C,B,A,A,1.86,-0.16,,7.56,0.59,1.88,0.12,1.91
C,C,A,A,A,A,2.46,0.18,1.08,,0.07,0.69,0.72,-0.19
C,C,C,A,A,B,1.41,0.0,0.55,0.16,4.43,-0.76,1.87,2.04
C,B,C,B,A,A,0.4,5.26,0.15,0.0,1.71,0.32,2.3,-2.21
B,B,A,B,B,A,0.24,-0.23,1.55,0.17,-0.05,2.65,0.92,-1.47
B,C,C,B,A,B,1.7,0.05,1.81,1.99,0.13,-2.37,1.53,2.54
C,B,A,A,A,B,-0.29,-0.63,2.54,,0.51,3.5,0.22,0.2
B,C,A,B,B,B,1.73,0.01,-1.88,,-0.25,-0.16,1.85,3.12
C,A,D,B,A,A,-0.57,0.01,,1.4,1.23,-0.03,1.39,1.56
B,B,B,B,B,A,0.09,0.01,,0.35,2.7,0.5,2.58,1.9
C,B,C,B,A,A,-0.34,1.12,0.06,2.37,1.1,-2.7,2.82,2.64
B,C,C,B,A,A,0.21,0.02,-1.41,0.73,8.53,-0.92,0.12,-0.53
B,A,C,B,A,B,1.52,0.35,,0.08,-0.05,1.44,0.8,-0.46
A,A,C,A,A,A,1.02,0.01,0.03,0.03,-0.14,0.63,1.08,-2.32
A,C,B,B,B,B,2.93,0.79,,0.06,-0.25,0.56,0.22,-1.41
C,B,A,B,B,A,-2.49,-0.98,2.01,0.02,3.28,0.16,2.64,2.89
A,C,C,B,A,B,0.99,0.03,,2.08,3.71,-0.99,0.04,-0.31
,C,D,B,A,A,0.03,2.35,-2.51,,0.46,-0.75,0.58,2.14
B,C,C,B,B,B,0.83,0.42,-0.82,,-0.2,-2.32,2.82,1.03
,B,C,B,A,A,1.84,-0.03,0.07,1.51,2.38,-1.21,2.34,-1.49
C,C,A,A,A,B,3.27,1.05,1.82,,8.93,-2.24,0.24,3.04
A,B,C,B,A,A,-0.28,0.01,-1.14,4.3,3.59,1.97,2.53,3.38
C,A,C,,A,B,0.03,-0.15,0.62,0.06,-0.24,-1.83,0.18,-0.76
B,C,B,B,B,A,1.57,1.32,,,-0.19,0.11,0.93,-2.27
C,C,A,B,B,A,2.25,3.73,,0.02,0.99,0.37,0.99,-2.11
C,B,C,A,A,B,3.63,0.1,2.15,0.32,-0.04,-1.39,0.2,3.28
A,C,D,B,B,B,0.69,-0.17,0.25,0.78,-0.11,1.26,2.14,-0.14
C,C,C,A,B,A,2.51,1.01,,,-0.06,2.95,2.06,0.78
A,B,C,B,A,B,-1.07,0.01,,0.01,0.15,1.49,0.11,-1.75
C,C,B,A,A,A,1.7,-0.0,,0.18,1.94,-1.15,1.96,-0.46
A,C,A,A,B,B,1.04,0.0,0.03,0.15,-0.09,0.56,0.53,-1.0
,B,C,B,A,B,1.1,0.03,,6.35,2.47,0.77,0.76,-0.12
B,B,A,B,B,B,3.04,0.96,,0.67,-0.22,-0.48,0.9,0.82
C,A,C,B,A,B,-1.09,0.0,,0.15,0.4,-3.17,0.09,0.28
B,C,C,B,A,A,2.32,0.02,3.41,3.94,0.61,1.32,0.63,-0.76
A,C,A,A,A,A,1.43,-0.12,,1.99,0.2,0.77,0.0,-1.51
C,C,D,B,A,A,2.08,4.17,-1.0,2.65,0.04,1.86,1.23,3.18
B,B,C,B,A,B,0.03,-0.0,1.17,0.01,0.93,1.1,0.05,-0.37
A,C,B,B,B,B,1.07,0.02,,0.93,0.7,-4.69,1.68,0.63
A,C,C,A,B,B,2.57,1.35,1.29,0.01,0.17,0.54,0.79,-2.31
A,B,B,B,A,B,0.64,2.5,,0.28,-0.21,1.63,0.22,-4.0
A,A,B,B,A,B,-0.17,-0.0,2.38,,2.71,-1.16,1.58,3.0
B,C,A,B,B,B,1.16,0.24,,0.17,-0.08,-0.62,2.17,-1.26
A,B,C,B,A,B,0.9,0.09,4.25,0.18,3.69,-1.86,2.35,-0.85
B,C,B,B,B,B,0.39,0.22,-0.82,0.36,0.37,-1.28,3.14,0.2
B,B,C,B,B,B,-0.68,0.0,-0.33,1.19,-0.12,-1.97,1.99,2.95
A,B,A,B,A,B,0.18,0.0,,,-0.18,2.03,1.26,0.08
C,B,C,B,B,B,2.34,3.27,,0.47,1.07,-2.42,0.27,0.8
B,B,B,B,A,B,2.84,0.04,1.52,0.02,0.1,-1.22,0.13,-0.53
A,A,A,B,A,B,1.46,0.06,1.48,,0.74,-0.88,0.39,-1.9
C,C,B,B,A,B,2.54,12.08,,0.02,0.38,-1.58,1.45,-3.61
B,C,D,B,B,B,-1.1,0.49,-1.19,0.95,1.29,0.35,1.16,1.01
,B,C,B,A,A,1.59,0.05,,1.74,9.52,1.14,1.49,-0.3
,C,B,B,A,A,2.14,0.36,,0.01,1.69,1.84,0.73,0.77
B,B,B,B,B,B,-0.07,-0.07,-0.06,0.44,0.41,0.76,0.34,1.67
C,B,C,A,A,B,0.38,0.0,,0.06,2.17,-1.63,0.72,0.74
B,B,D,A,A,A,2.16,0.05,-0.39,,4.16,-0.77,0.68,-2.02
A,B,C,B,B,B,0.21,0.01,0.06,1.49,-0.25,0.87,0.62,-1.3
A,B,C,B,A,B,0.35,-0.33,3.4,2.25,1.42,-0.49,1.51,-0.61
B,C,B,B,A,A,1.45,-0.0,2.57,0.1,4.78,-0.44,2.8,1.47
A,C,D,B,B,A,-0.46,-0.02,,0.25,-0.18,0.43,1.31,-1.24
C,B,B,B,B,B,-2.19,0.67,-0.16,,-0.15,-0.78,1.71,-0.14
C,A,B,B,B,A,3.28,0.32,,1.01,0.33,0.35,1.43,1.94
A,B,C,A,A,A,0.81,0.27,7.45,1.88,-0.18,0.75,2.73,-2.2
C,B,B,B,A,A,0.4,0.19,-0.08,0.86,4.42,0.66,1.24,2.98
A,C,D,B,B,B,2.48,0.0,-0.41,3.18,2.23,-2.32,2.81,-2.47
C,A,A,A,B,A,-0.04,1.46,-1.16,0.75,1.17,0.34,2.76,0.95
,C,B,B,B,B,0.23,0.96,,,-0.08,-1.19,2.4,-0.5
,A,C,B,B,B,1.01,-0.0,1.01,0.05,-0.14,0.16,0.78,0.84
C,A,C,B,A,B,2.37,0.52,1.86,0.01,3.36,-3.28,1.05,0.19
A,C,A,B,B,A,0.87,0.08,,0.56,0.74,1.93,1.42,1.22
A,B,B,A,A,B,-0.47,-0.15,-1.97,4.14,-0.13,1.21,0.25,1.48
A,A,B,B,A,B,0.14,-0.27,,5.32,-0.15,-1.26,0.32,2.23
C,C,A,B,B,A,0.01,0.12,-0.18,,1.62,0.02,1.21,-0.31
,C,A,A,A,B,1.19,-3.52,0.56,1.16,-0.07,-0.39,0.88,0.84
C,A,B,B,A,A,-0.01,0.39,,,10.23,1.82,0.81,1.59
A,C,B,B,A,B,1.04,2.77,,0.23,6.33,-0.87,0.94,-1.4
A,C,D,B,B,A,1.44,1.33,-0.37,3.39,-0.21,-0.62,0.31,-2.78
C,A,C,B,B,A,-1.19,-0.56,,0.16,2.19,1.46,1.46,-0.23
B,C,C,A,B,B,2.45,5.09,,2.4,3.29,0.17,1.91,-1.96
C,B,C,B,B,B,0.67,-0.0,1.24,0.44,1.43,-2.37,0.23,-0.16
,B,B,B,A,B,0.16,0.03,0.1,0.2,9.45,-0.91,1.86,0.81
A,C,B,B,B,B,2.6,0.08,0.95,0.95,-0.19,-0.52,0.0,5.12
C,A,D,B,A,A,0.17,-0.68,,0.04,5.37,0.74,1.22,1.01
C,A,C,B,A,A,-0.21,0.01,1.31,0.03,3.25,-1.87,1.02,2.18
B,C,D,B,A,A,1.32,2.64,,0.29,1.46,-0.84,1.1,-1.13
A,C,B,B,A,B,0.71,0.0,,0.05,0.3,-0.28,0.4,-1.88
C,C,B,B,A,A,-0.62,-0.67,-0.33,0.44,7.64,0.45,1.06,1.13
C,C,B,B,B,B,1.93,-0.2,,0.69,0.27,-1.48,3.79,1.33
C,A,C,B,B,B,-1.51,-0.0,,0.1,0.48,-0.37,0.43,2.16
A,A,B,B,A,A,0.26,-1.26,1.64,1.21,0.02,2.19,1.83,-1.56
C,C,B,,A,B,-0.97,-0.0,3.52,3.1,-0.16,0.1,0.14,1.44
B,A,D,B,A,B,-0.02,-0.2,0.74,0.67,-0.13,-0.94,1.24,0.92
C,B,B,,A,A,-1.49,-1.49,0.46,,0.98,2.66,0.11,1.26
A,C,C,A,A,B,-0.52,-0.01,-0.56,0.51,0.76,2.16,1.39,-1.78
A,B,C,A,A,A,2.35,-0.0,,0.26,1.83,1.12,1.73,-0.03
,B,B,A,A,B,1.77,-0.0,,0.67,0.58,-0.55,0.38,0.53
,B,B,B,A,A,-0.68,-0.38,7.7,0.27,-0.16,0.95,1.02,4.32
B,C,C,A,A,B,2.95,1.02,,2.28,-0.05,0.6,0.09,-0.23
C,B,B,A,A,B,1.3,0.01,,,1.26,0.81,0.22,2.75
,C,C,B,B,B,0.04,0.0,0.21,,-0.19,1.09,2.82,-2.17
C,A,B,B,A,B,1.63,-0.0,2.05,0.04,0.41,-0.47,0.2,0.1
B,B,B,B,A,A,-1.74,0.12,-0.95,0.44,2.02,0.26,0.42,-1.37
,B,B,A,A,B,1.17,-0.18,1.47,0.65,-0.22,-2.27,0.03,2.03
B,B,C,B,B,B,3.16,2.39,-0.43,0.01,0.9,-0.83,2.33,-1.21
B,B,B,A,A,A,-0.95,-0.02,0.15,,0.44,3.1,1.0,0.01
A,C,D,B,A,B,1.37,0.07,,,0.34,-0.12,2.29,-0.41
,B,B,A,A,B,-0.17,-2.42,-0.83,0.06,2.11,3.52,0.75,0.7
B,B,C,B,A,A,2.76,0.01,3.24,0.85,8.31,-0.61,2.13,-0.1
,B,B,B,A,A,0.34,5.59,0.0,0.12,-0.2,-0.51,0.14,-0.81
B,C,B,B,A,B,0.13,-0.77,1.86,,-0.08,1.91,0.98,2.14
A,A,D,B,B,B,-0.06,0.02,0.5,,0.08,0.27,1.55,-1.45
C,A,B,B,A,B,-0.14,0.86,1.16,0.52,2.1,-0.61,0.46,1.33
C,B,D,B,B,B,1.82,5.01,,0.49,1.05,-1.26,1.6,-0.05
,A,B,B,A,B,3.09,0.74,,0.15,0.56,0.19,0.21,-1.38
C,A,C,B,B,B,0.27,0.72,,1.68,5.25,0.14,1.02,1.67
A,C,C,B,B,B,-0.48,0.0,-2.58,1.21,0.21,-2.5,0.66,-0.55
,C,A,B,A,A,0.74,0.47,,1.75,8.73,2.09,1.03,-1.69
C,B,D,B,A,A,-0.03,1.22,-1.26,0.47,0.7,-1.16,0.32,1.54
C,C,A,B,B,B,1.87,-0.0,,0.03,0.07,-1.09,0.6,0.83
A,B,C,,A,B,1.06,0.07,,3.75,7.42,-2.65,1.86,2.23
A,C,D,B,A,B,-0.15,0.22,,0.0,-0.24,-3.32,0.99,0.39
B,C,C,B,A,A,2.24,0.0,,0.71,-0.01,1.25,2.05,-0.7
A,A,C,B,B,B,1.57,0.56,-0.19,0.17,-0.18,1.05,0.78,-0.08
A,C,B,B,B,A,-0.76,1.43,-0.69,,-0.24,-0.09,0.74,-4.77
C,C,C,B,A,A,0.13,0.27,1.17,0.29,1.16,-3.01,0.24,0.81
A,C,B,B,A,B,0.35,-0.01,,1.49,-0.23,0.67,1.36,-1.58
B,A,C,B,A,A,2.69,0.1,2.1,,1.55,-0.03,1.78,-1.16
C,C,B,A,A,B,1.17,-0.02,,3.35,2.14,1.7,1.45,2.25
